transaction_id,Electronics,Clothing,Home,Beauty,Toys
311,0,0,1,1,0
312,0,1,0,1,0
313,0,0,1,0,0
314,0,1,1,0,0
315,0,0,0,0,0
316,0,0,1,0,0
317,0,0,0,1,0
318,0,0,1,0,0
319,0,0,1,1,0
320,0,1,0,0,1
321,1,0,0,0,1
322,0,0,0,0,0
323,0,0,0,1,0
324,1,1,0,0,1
325,0,0,0,0,1
326,1,1,0,0,0
327,0,0,0,0,0
328,0,0,0,0,0
329,1,1,1,0,0
330,0,1,0,1,0
331,1,1,0,0,0
332,0,0,0,0,0
333,0,0,0,0,1
334,0,1,0,0,0
335,0,0,0,0,0
336,0,1,0,0,1
337,0,1,0,0,1
338,0,1,0,0,1
339,0,1,0,0,0
340,1,0,0,1,1
341,0,0,0,0,0
342,0,0,1,1,0
343,0,0,0,1,0
344,0,0,0,0,0
345,0,0,1,1,0
346,0,0,0,0,0
347,0,0,0,0,1
348,0,0,0,1,1
349,1,0,0,1,0
350,0,1,0,0,0
351,0,0,0,1,0
352,1,0,0,1,1
353,0,1,1,1,0
354,1,1,1,0,0
355,0,0,1,0,0
356,1,0,0,0,0
357,0,1,0,0,0
358,0,0,0,0,1
359,0,0,1,0,0
360,0,0,0,0,0
361,0,0,0,1,1
362,1,0,0,0,0
363,0,0,0,0,1
364,0,0,0,0,0
365,0,0,1,1,1
366,1,0,0,0,0
367,0,1,0,0,0
368,1,0,1,1,1
369,1,1,0,0,0
370,0,1,0,1,0
371,0,1,0,0,0
372,0,0,0,0,1
373,1,0,0,1,0
374,0,0,1,0,0
375,0,0,0,0,1
376,1,0,0,0,1
377,1,0,0,1,0
378,0,0,0,0,1
379,0,0,0,0,0
380,0,1,0,0,0
381,0,1,0,1,0
382,1,0,0,0,0
383,1,1,0,0,0
384,1,0,0,0,1
385,0,1,1,0,0
386,1,0,1,0,0
387,1,0,0,1,0
388,0,0,1,1,0
389,1,1,0,0,0
390,0,1,1,0,0
391,0,0,0,0,0
392,0,1,0,0,0
393,0,0,0,1,0
394,1,1,1,0,1
395,0,0,1,0,0
396,0,0,0,0,1
397,1,1,0,0,1
398,1,0,0,0,0
399,0,1,0,0,0
400,0,0,0,0,1
401,0,0,0,1,0
402,1,0,1,1,0
403,0,0,1,0,0
404,1,1,0,0,0
405,0,0,0,0,1
406,0,0,0,0,0
407,0,1,0,0,1
408,0,1,0,1,0
409,1,1,0,0,1
410,0,0,0,1,0
411,0,0,1,1,1
412,0,1,0,0,0
413,0,1,0,0,1
414,1,0,0,1,0
415,0,0,0,1,0
416,0,0,0,0,0
417,0,0,0,0,0
418,0,1,0,0,0
419,1,0,1,0,1
420,1,0,0,0,0
421,0,0,0,0,0
422,0,0,1,0,1
423,0,0,0,0,1
424,0,0,1,0,1
425,1,0,0,0,0
426,0,1,1,0,0
427,0,0,1,0,0
428,0,1,0,1,0
429,1,0,0,1,0
430,0,0,1,1,0
431,0,1,0,1,0
432,1,1,1,0,0
433,0,0,0,0,1
434,0,0,0,0,0
435,0,1,0,0,0
436,1,0,1,0,1
437,0,0,0,0,0
438,1,0,1,1,0
439,1,0,0,1,0
440,0,0,0,1,0
441,0,0,0,0,0
442,0,0,1,0,1
443,1,1,1,0,0
444,0,0,1,0,1
445,0,1,0,0,0
446,1,0,1,1,1
447,0,1,1,0,0
448,0,0,0,1,0
449,0,1,0,1,0
450,0,0,0,0,1
451,0,1,0,0,0
452,0,1,1,1,0
453,0,0,1,0,0
454,0,0,0,0,1
455,1,0,0,0,1
456,1,1,1,0,1
457,0,0,1,0,0
458,0,0,1,0,0
459,0,0,0,0,0
460,1,1,0,0,0
461,1,0,1,1,1
462,1,0,0,1,0
463,0,0,0,1,0
464,0,1,1,0,0
465,0,0,0,0,1
466,0,0,0,0,1
467,0,0,0,1,0
468,0,0,1,0,0
469,0,0,1,1,0
470,0,0,0,0,0
471,0,0,1,1,1
472,0,1,0,0,1
473,0,0,0,0,0
474,0,1,0,0,0
475,0,1,0,0,0
476,1,1,0,0,0
477,0,0,1,0,1
478,0,0,0,0,0
479,0,0,0,0,0
480,0,0,0,0,1
481,1,0,0,0,1
482,0,0,1,0,0
483,0,0,1,1,0
484,0,0,0,0,0
485,0,0,0,0,0
486,0,0,0,0,0
487,0,0,0,1,0
488,0,0,0,0,0
489,0,0,0,0,1
490,0,1,1,0,0
491,0,1,1,0,1
492,0,0,1,1,0
493,1,1,1,1,1
494,0,1,0,1,0
495,0,0,0,0,1
496,1,0,1,1,0
497,0,1,0,1,1
498,1,0,0,0,0
499,0,0,0,1,0
500,0,0,0,0,1
501,0,1,0,1,1
502,1,1,1,1,0
503,0,0,0,0,0
504,1,1,0,0,1
505,0,1,0,0,0
506,1,0,0,0,0
507,1,1,0,0,0
508,1,1,0,1,0
509,1,1,1,1,0
510,1,0,0,0,1
511,0,0,0,0,0
512,1,1,0,1,1
513,0,1,1,0,0
514,1,0,0,0,0
515,1,0,0,0,0
516,0,0,1,0,0
517,0,0,0,0,1
518,0,1,0,1,0
519,1,0,0,0,1
520,0,0,1,0,1
521,0,1,0,0,0
522,1,0,0,1,0
523,1,1,1,1,0
524,0,1,0,0,1
525,0,1,1,1,1
526,1,1,0,0,1
527,1,0,0,0,0
528,1,1,0,0,0
529,1,0,0,0,0
530,0,0,0,0,0
531,1,1,1,1,0
532,0,0,1,1,0
533,0,0,1,0,0
534,0,0,1,0,1
535,0,1,1,0,0
536,1,0,1,1,1
537,0,0,0,0,1
538,1,0,1,0,0
539,1,1,0,1,0
540,0,0,1,0,0
541,0,1,0,0,0
542,0,1,0,1,0
543,1,0,0,0,1
544,1,0,1,0,0
545,0,0,1,0,0
546,0,0,0,0,0
547,0,0,0,0,0
548,0,0,0,0,0
549,0,0,1,0,0
550,1,0,1,0,1
551,0,0,1,0,0
552,1,0,0,0,0
553,1,1,0,0,0
554,0,1,0,0,1
555,1,0,0,0,1
556,0,0,0,0,0
557,1,1,1,0,1
558,1,0,0,0,1
559,0,1,0,1,0
560,1,0,1,0,0
561,0,0,0,0,1
562,0,0,0,0,1
563,0,1,0,0,1
564,0,0,0,1,0
565,0,0,0,1,0
566,0,1,0,0,0
567,0,0,0,0,0
568,0,0,0,1,0
569,1,0,1,1,0
570,0,0,0,0,1
571,0,0,0,0,1
572,1,0,0,0,1
573,0,0,1,0,1
574,0,1,0,0,0
575,1,0,0,0,0
576,0,1,0,0,0
577,0,0,0,0,0
578,1,0,0,1,1
579,0,0,1,0,0
580,0,0,0,1,0
581,0,0,0,1,0
582,1,0,0,1,0
583,0,1,0,1,1
584,0,0,0,0,1
585,1,0,0,0,0
586,1,0,1,0,1
587,0,0,0,1,0
588,0,0,0,0,1
589,0,0,0,0,0
590,0,0,0,1,0
591,1,0,0,0,0
592,1,1,0,0,0
593,0,0,1,1,1
594,1,0,0,0,0
595,0,1,1,1,1
596,1,0,1,0,0
597,1,1,0,0,0
598,0,1,0,0,0
599,0,0,1,0,0
600,0,0,1,0,1
601,0,0,0,0,1
602,0,0,0,0,1
603,0,0,1,0,0
604,0,1,1,0,0
605,1,0,0,0,1
606,0,0,0,0,1
607,0,0,0,0,1
608,0,1,0,0,0
609,0,0,1,0,0
610,1,1,0,0,0
611,1,1,1,1,0
612,1,0,0,0,1
613,1,0,1,1,0
614,0,1,0,0,1
615,1,0,1,0,0
616,0,0,1,0,0
617,0,1,0,0,0
618,1,0,0,0,1
619,0,0,0,0,1
620,0,1,1,0,1
621,1,1,0,0,0
622,1,0,0,0,0
623,0,0,0,1,0
624,1,0,0,1,1
625,0,1,1,1,0
626,0,0,0,0,1
627,0,0,0,1,0
628,1,0,1,1,0
629,1,0,0,0,0
630,1,0,0,0,0
631,0,1,0,0,0
632,0,0,1,0,0
633,0,0,1,0,0
634,1,0,0,0,0
635,1,0,1,0,1
636,0,0,0,0,0
637,1,1,0,0,1
638,0,1,0,0,0
639,0,0,1,1,0
640,0,0,1,0,0
641,0,0,1,0,0
642,0,0,0,0,0
643,0,0,0,1,0
644,0,0,0,0,1
645,0,0,1,0,1
646,0,1,1,1,1
647,1,1,0,0,0
648,1,1,1,1,0
649,0,0,0,0,1
650,1,0,0,0,0
651,0,0,0,0,1
652,0,0,0,0,0
653,1,0,0,0,0
654,0,0,1,1,1
655,0,0,1,0,0
656,0,0,0,0,0
657,1,0,0,0,0
658,0,1,0,1,0
659,0,1,0,0,0
660,0,0,0,0,0
661,1,1,1,0,1
662,0,1,0,0,1
663,0,0,1,1,1
664,0,0,0,0,0
665,0,0,0,1,1
666,1,1,0,1,0
667,1,1,1,0,0
668,0,0,0,0,0
669,0,1,0,0,1
670,0,1,0,0,0
671,0,0,0,0,0
672,0,0,0,0,0
673,0,0,1,0,1
674,1,0,0,1,1
675,0,1,1,0,1
676,0,0,1,1,0
677,0,0,1,0,1
678,1,0,0,0,0
679,0,0,0,0,0
680,0,0,0,0,0
681,0,1,0,0,1
682,0,0,1,1,1
683,1,0,0,0,0
684,0,1,0,0,1
685,1,0,1,1,0
686,0,0,0,0,1
687,1,1,1,1,0
688,0,1,0,0,0
689,1,0,1,0,0
690,0,1,0,1,0
691,0,0,0,0,0
692,1,0,0,1,0
693,0,0,0,0,1
694,0,0,0,1,0
695,1,1,1,1,0
696,1,0,1,0,1
697,0,0,1,0,0
698,0,1,0,0,0
699,0,1,1,0,0
700,1,0,0,0,0
701,0,0,0,0,1
702,0,1,0,1,1
703,1,1,0,0,0
704,0,0,1,0,0
705,1,0,0,1,0
706,0,1,1,1,0
707,1,0,0,0,0
708,0,0,0,0,1
709,0,0,0,0,0
710,0,0,1,0,0
711,0,0,0,0,0
712,1,1,0,1,0
713,1,0,0,1,1
714,1,0,1,1,0
715,0,0,1,0,0
716,0,0,0,0,1
717,0,1,0,0,0
718,0,0,1,0,0
719,0,0,1,0,0
720,0,0,0,0,0
721,0,0,1,0,1
722,1,0,0,0,1
723,0,0,0,1,0
724,0,0,0,0,1
725,1,1,0,0,0
726,0,0,0,0,0
727,0,1,0,1,1
728,0,0,0,1,0
729,1,0,1,1,0
730,0,0,0,0,1
731,0,1,1,0,1
732,0,1,0,0,0
733,0,0,0,0,1
734,0,0,0,1,1
735,0,0,0,0,1
736,0,1,0,1,0
737,1,1,1,0,0
738,0,0,0,0,0
739,0,0,0,0,0
740,0,0,1,1,1
741,1,0,0,0,0
742,0,0,0,0,1
743,0,0,0,0,0
744,1,0,0,0,0
745,1,0,1,1,1
746,0,0,0,0,1
747,1,1,1,0,0
748,0,1,1,0,1
749,1,1,1,0,0
750,0,0,0,0,1
751,0,1,0,0,0
752,0,0,0,0,0
753,0,1,0,0,1
754,0,1,1,1,0
755,1,1,0,0,0
756,1,0,1,0,1
757,0,0,0,0,0
758,0,0,1,1,0
759,0,0,1,0,0
760,0,1,0,1,0
761,0,0,0,0,0
762,0,0,0,1,0
763,0,0,0,0,0
764,0,0,1,0,0
765,0,0,1,0,0
766,0,0,0,0,0
767,0,0,0,0,1
768,0,0,0,0,0
769,1,1,0,0,0
770,0,1,0,0,0
771,0,1,0,0,0
772,1,1,0,0,0
773,0,0,0,0,0
774,1,0,0,0,0
775,0,1,0,1,0
776,0,0,0,0,1
777,1,1,1,1,0
778,0,0,0,1,0
779,0,1,0,0,1
780,1,0,1,1,1
781,1,0,0,0,0
782,0,0,0,0,0
783,1,0,0,0,0
784,1,0,0,0,0
785,0,0,0,1,0
786,0,0,0,0,0
787,1,0,1,0,1
788,0,1,0,1,1
789,0,0,1,0,0
790,1,0,0,0,1
791,0,0,0,1,0
792,0,0,1,1,0
793,0,1,0,0,1
794,1,0,0,0,0
795,1,1,1,0,0
796,0,0,1,0,0
797,0,1,1,1,0
798,0,0,0,0,0
799,0,0,0,0,0
800,0,0,0,1,1
801,0,0,0,1,1
802,0,0,0,0,0
803,0,0,0,1,1
804,0,0,0,0,0
805,0,1,0,0,0
806,0,0,1,1,0
807,0,1,0,1,0
808,0,0,0,1,0
809,0,0,1,0,1
810,0,0,0,0,0
811,0,0,0,0,0
812,1,0,1,0,0
813,0,0,0,0,0
814,0,1,1,0,0
815,1,1,0,0,1
816,1,0,0,1,1
817,1,1,0,1,0
818,1,0,1,0,0
819,0,0,1,1,0
820,0,1,1,1,1
821,1,0,1,0,1
822,1,0,0,0,0
823,0,1,0,0,1
824,1,0,1,0,0
825,0,0,0,1,1
826,0,0,0,1,1
827,0,0,0,0,0
828,0,0,0,0,0
829,1,1,1,1,0
830,0,1,0,0,0
831,0,0,0,1,0
832,1,0,1,0,0
833,0,0,0,0,0
834,0,1,1,0,0
835,1,0,0,0,0
836,0,0,0,0,1
837,0,0,0,0,0
838,0,0,0,0,0
839,1,0,0,0,0
840,1,0,0,0,0
841,0,0,0,1,0
842,0,1,1,0,0
843,1,0,0,1,0
844,0,0,0,1,0
845,1,0,0,0,1
846,1,0,0,0,1
847,0,0,0,0,0
848,0,1,0,0,0
849,0,1,0,0,0
850,0,0,0,0,1
851,0,0,1,0,0
852,0,0,0,0,1
853,0,0,0,0,0
854,0,0,1,0,1
855,1,0,1,1,0
856,1,0,0,1,0
857,0,0,1,1,0
858,1,0,0,0,1
859,0,0,1,1,0
860,0,1,1,0,1
861,1,1,1,0,0
862,0,0,1,1,0
863,0,0,0,0,0
864,0,0,0,1,0
865,0,0,0,1,0
866,1,0,0,0,1
867,0,1,0,0,1
868,1,0,0,0,0
869,1,0,0,1,1
870,0,1,0,0,1
871,0,0,0,1,0
872,0,0,0,0,1
873,0,0,0,0,1
874,0,0,0,0,0
875,1,0,1,0,0
876,0,1,0,0,0
877,1,0,0,1,1
878,0,0,0,0,1
879,0,1,0,0,0
880,1,0,0,0,1
881,1,0,0,1,1
882,0,0,0,0,1
883,0,0,0,1,0
884,0,0,0,0,1
885,0,0,0,0,0
886,0,0,0,1,0
887,0,0,1,0,1
888,0,1,0,0,0
889,0,1,0,1,0
890,0,0,0,1,0
891,0,1,0,0,0
892,0,0,0,0,1
893,0,1,0,0,0
894,0,0,1,1,0
895,0,0,0,0,1
896,0,1,0,0,0
897,0,0,0,1,1
898,0,1,0,1,0
899,0,0,0,0,0
900,0,0,0,0,0
901,0,1,0,0,0
902,0,0,0,0,1
903,0,1,0,0,0
904,0,0,0,0,1
905,1,0,1,0,0
906,0,0,0,1,0
907,0,1,0,0,0
908,0,0,0,0,1
909,1,0,0,0,1
910,0,0,1,1,0
911,0,0,0,0,0
912,0,0,0,0,0
913,1,0,0,0,0
914,0,1,0,1,0
915,0,1,0,0,0
916,0,1,1,1,0
917,0,0,1,0,0
918,1,0,0,1,0
919,0,0,0,1,0
920,0,0,1,0,0
921,0,0,0,0,0
922,0,1,0,0,0
923,1,1,0,1,0
924,0,0,1,0,1
925,0,0,0,1,0
926,0,0,1,0,0
927,0,1,1,1,0
928,0,1,0,0,0
929,1,0,0,1,0
930,0,1,1,1,0
931,0,1,0,1,1
932,0,1,1,0,0
933,0,0,0,0,1
934,1,0,0,0,1
935,0,0,1,0,1
936,1,1,0,0,1
937,0,0,0,0,0
938,0,0,0,0,0
939,0,0,0,0,0
940,0,0,0,1,0
941,1,0,1,0,0
942,0,0,0,0,0
943,0,1,0,1,0
944,0,0,0,0,0
945,0,1,0,1,1
946,1,0,0,0,0
947,0,0,0,0,1
948,0,0,1,0,0
949,1,0,0,0,0
950,0,0,0,0,1
951,0,1,0,1,0
952,0,0,1,0,0
953,0,1,0,0,0
954,0,1,1,0,0
955,1,0,1,0,0
956,0,0,1,0,1
957,0,1,0,1,0
958,1,0,0,1,0
959,0,0,0,0,0
960,0,0,0,1,0
961,0,0,0,0,0
962,0,0,0,1,0
963,0,0,1,1,1
964,0,0,0,1,1
965,0,0,0,0,0
966,0,0,0,0,0
967,0,0,1,1,0
968,0,0,0,1,1
969,0,1,1,1,0
970,0,0,0,0,1
971,0,1,0,0,1
972,0,0,1,1,0
973,1,0,1,1,0
974,0,0,0,1,0
975,1,1,1,1,0
976,0,0,0,0,0
977,0,1,1,0,0
978,0,0,1,0,1
979,0,0,0,0,0
980,1,1,0,1,0
981,1,0,1,0,0
982,0,0,0,0,1
983,1,1,1,1,0
984,0,1,1,0,0
985,0,1,0,1,1
986,0,0,0,0,0
987,1,0,0,0,1
988,0,1,0,0,0
989,0,0,0,0,0
990,0,1,0,0,1
991,1,1,0,1,0
992,0,1,0,0,0
993,1,0,0,0,0
994,1,0,0,1,0
995,0,1,0,0,1
996,1,1,1,1,1
997,1,0,0,1,0
998,0,0,0,0,1
999,1,1,1,0,0
1000,0,0,0,0,0
